-48.983533,-12.770129,27.245378
-48.983479,-12.770118,23.702097
-48.944165,-23.124294,27.245353
-48.944112,-23.124283,23.702081
-48.998502,-8.833179,27.245388
-48.998448,-8.833177,23.702106
-49.02657,-1.451404,27.245405
-49.026513,-1.451392,23.702123
-49.046025,3.666626,27.245416
-49.045972,3.666638,23.702135
-49.083447,13.508992,27.24543
-49.083394,13.509004,23.702158
-49.102906,18.627022,27.245441
-49.102849,18.627033,23.702169
-49.128728,25.418245,27.245456
-49.128674,25.418259,23.702184
-43.616948,25.439219,27.245548
-43.616895,25.439232,23.702276
-43.617032,25.439201,32.363618
-34.955659,25.47216,32.363771
-43.614034,24.651814,32.363615
-34.952664,24.684772,32.363767
-34.963212,25.472176,27.23273
-29.530171,25.492851,27.23282
-34.955521,25.472187,23.702417
-29.522483,25.492863,23.702507
-29.540501,30.217197,27.24579
-29.540444,30.217209,23.702518
-22.847628,30.242664,27.245899
-22.847571,30.242676,23.702627
-9.855572,30.292101,27.246111
-9.855514,30.292112,23.702839
-9.852578,29.504711,27.246109
-9.852521,29.504723,23.702837
-3.359546,30.316818,27.246217
-3.35949,30.31683,23.702945
-3.341584,25.592472,27.246206
-3.341529,25.592484,23.702934
1.973346,25.612696,27.246294
1.973401,25.612709,23.703022
10.634637,25.645638,32.364504
10.634717,25.645653,27.246435
10.637628,24.85825,32.3645
10.637708,24.858265,27.246433
16.146505,25.666626,27.246524
10.634774,25.645664,23.703163
16.146562,25.666637,23.703252
16.172322,18.875402,27.246509
16.17238,18.875414,23.703237
16.191781,13.757373,27.246498
16.191838,13.757384,23.703226
16.229203,3.915008,27.246484
16.229261,3.915019,23.703203
16.248662,-1.203023,27.246473
16.248719,-1.203012,23.703191
16.276727,-8.584798,27.246456
16.276784,-8.584794,23.703174
16.291696,-12.521749,27.246446
16.291753,-12.521735,23.703165
16.331063,-22.875916,27.246421
16.331121,-22.875904,23.703149
9.638192,-22.901382,27.246313
9.63825,-22.901371,23.703031
4.520103,-22.920856,27.246229
4.520158,-22.920845,23.702947
-1.621594,-22.944225,27.246128
-1.621539,-22.944214,23.702856
-6.739674,-22.963703,27.246044
-6.739619,-22.963692,23.702772
-6.739766,-22.963718,32.364114
-11.385328,-22.98138,27.245969
-11.385409,-22.981396,32.364038
-21.149045,-23.018532,27.245809
-21.149125,-23.018547,32.363878
-25.794688,-23.036209,27.245733
-25.79477,-23.036224,32.363802
4.520021,-22.920876,32.364298
4.517028,-22.133484,32.364301
4.51711,-22.133465,27.246231
-30.91277,-23.055683,27.245649
-30.91285,-23.055702,32.363718
-36.818257,-23.078156,27.245552
-36.818337,-23.078171,32.363622
-41.936337,-23.09763,27.245468
-41.939328,-22.310238,27.24547
-36.821248,-22.290764,27.245554
-41.936421,-23.097649,32.363538
-48.944249,-23.124313,32.363424
-30.912869,-23.055706,33.544805
-25.794789,-23.036228,33.544889
-29.381819,25.546824,32.413339
-54.830045,-29.04776,34.510175
-34.955678,25.472157,33.544859
16.172242,18.875385,32.364591
16.146424,25.666611,32.364607
16.172223,18.875393,33.545679
16.146405,25.666607,33.545694
-1.621676,-22.944244,32.364198
-1.621695,-22.944248,33.545286
4.520002,-22.920879,33.545385
-49.083531,13.508975,32.363508
-49.083546,13.508971,33.544595
-49.102986,18.627005,32.363523
-49.103009,18.62701,33.544611
-3.341666,25.592455,32.36429
-3.359628,30.316803,32.36429
-3.341685,25.592451,33.545377
-3.359647,30.316799,33.545377
16.291616,-12.521764,32.364515
16.276647,-8.584813,32.364526
16.291597,-12.521768,33.545602
16.276628,-8.584817,33.545614
-36.818356,-23.078175,33.54471
-48.998586,-8.833196,32.363458
-48.983617,-12.770146,32.363447
-48.998601,-8.8332,33.544546
-48.983636,-12.77015,33.544534
-29.540582,30.21718,32.363859
-29.540601,30.217176,33.544946
16.191701,13.757357,32.364576
16.191682,13.757353,33.545663
-6.739785,-22.963722,33.545202
-49.128812,25.418228,32.363538
-49.128827,25.418224,33.544626
1.973264,25.612679,32.364362
1.973245,25.612675,33.545461
16.330983,-22.875931,32.364492
16.330964,-22.875935,33.54558
-11.385428,-22.9814,33.545126
-41.936437,-23.097652,33.544626
-49.02665,-1.451421,32.363474
-49.026669,-1.451425,33.544561
-22.84771,30.242647,32.363969
-22.84773,30.242643,33.545057
16.229123,3.91499,32.364553
16.229104,3.914987,33.545641
-43.617047,25.439198,33.544706
10.634618,25.645634,33.545602
9.638101,-22.901398,32.364381
9.638082,-22.901402,33.545469
-48.944268,-23.124317,33.544511
-49.046109,3.66661,32.363485
-49.046128,3.666606,33.544572
-9.855653,30.292084,32.364183
-9.855672,30.29208,33.545282
16.248582,-1.20304,32.364542
16.248563,-1.203044,33.545629
-21.149144,-23.018551,33.544965
-41.936284,-23.097618,23.702186
-36.8182,-23.078144,23.70227
-30.912713,-23.055672,23.702377
-25.794631,-23.036198,23.702461
-21.148988,-23.01852,23.702537
-11.385444,-22.981403,34.529379
-21.149159,-23.018555,34.529207
-11.385246,-22.981361,22.127899
-11.385271,-22.981369,23.702697
-11.385995,-22.784515,22.127899
-11.38602,-22.784523,23.702697
-41.939412,-22.310257,32.363542
-6.742759,-22.176327,32.364118
-6.742667,-22.176311,27.246046
15.48932,-8.587792,27.246442
15.48924,-8.58781,32.364515
15.384835,18.872391,32.36458
15.404294,13.75436,32.364565
15.504209,-12.52476,32.364504
15.504289,-12.524743,27.246433
-22.844634,29.455276,27.245897
-22.844716,29.455257,32.363966
-22.844579,29.455288,23.702615
-48.211118,-8.830182,27.245401
-48.196149,-12.767133,27.245391
-48.315602,18.630001,32.363538
-48.315518,18.630018,27.245454
-48.296063,13.511988,27.245443
-36.821332,-22.290779,32.363626
-30.915845,-22.268311,32.363721
-30.915763,-22.268291,27.245651
-1.624669,-22.156853,32.364202
-25.797681,-22.248817,27.245735
-25.797763,-22.248833,32.363805
-1.624587,-22.156834,27.24613
9.635106,-22.114006,32.364385
9.635198,-22.113991,27.246315
15.461175,-1.206036,32.36453
15.461255,-1.206019,27.24646
15.441796,3.912011,27.246471
15.441716,3.911995,32.364542
15.404374,13.754377,27.246484
15.384915,18.872406,27.246496
1.976258,24.825291,32.364359
-43.613953,24.651831,27.245546
-43.613896,24.651844,23.702274
-9.852659,29.504696,32.364179
1.976396,24.825321,23.70302
1.97634,24.825308,27.246292
-34.952584,24.684788,27.245687
-34.952527,24.684799,23.702415
10.637765,24.858276,23.703161
-48.196233,-12.76715,32.363462
-48.211198,-8.830199,32.363474
-48.296143,13.511971,32.363523
-48.258725,3.669605,32.3635
-48.258641,3.669622,27.24543
-48.239182,-1.448407,27.245418
-48.239262,-1.448424,32.363489
16.172208,18.875389,34.52992
16.14639,25.666603,34.529935
